Agency,URL,Title,Description,Modified,Identifier,Access,Periodicity,License
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_ProclaimedForestsAndGrasslands_01/MapServer,U.S. Forest Service Proclaimed Forests and Grasslands,"A map service on the www depicting the boundaries encompassing the National Forest System (NFS) lands within the original proclaimed National Forests, along with subsequent Executive Orders, Proclamations, Public Laws, Public Land Orders, Secretary of Agriculture Orders, and Secretary of Interior Orders creating modifications thereto, along with lands added to the NFS which have taken on the status of 'reserved from the public domain' under the General Exchange Act. The following area types are included: National Forest, Experimental Area, Experimental Forest, Experimental Range, Land Utilization Project, National Grassland, Purchase Unit, and Special Management Area. This map service also depicts National Grassland units designated by the Secretary of Agriculture and permanently held by the Department of Agriculture under Title III of the Bankhead-Jones Farm Tenant Act. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-08-01,USDA-FS-00034,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_PurchaseUnit_01/MapServer,U.S. Forest Service Purchase Units,"A map service on the www depicting units designated by the Secretary of Agriculture or previously approved by the National Forest Reservation Commission for purposes of Weeks Law acquisition. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-08-01,USDA-FS-00035,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/arcx/rest/services/EDW/EDW_RecreationOpportunities_01/MapServer,U.S. Forest Service Recreation Opportunities,"A map service on the www depicting the recreation opportunity information that the Forest Service collects through the Recreation Portal and shares with the public on http://www.recreation.gov, the Forest Service World Wide Web pages (http://www.fs.fed.us/) and the Interactive Visitor Map. This recreation data contains detailed descriptions of recreational sites, areas, activities & facilities. Please note that the RECAREAID is the unique identifier present in point feature class and in the related tables as well. The RECAREAID is used as foreign key to access relate records. This published data is updated nightly from an XML feed maintained by the CIO Rec Portal team. This data is intended for public use and distribution.",2014-07-11,USDA-FS-00063,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_RoadBasic_01/MapServer,U.S. Forest Service Road Basic,"A map service on the www depicting existing National Forest System Roads (NFSR) that are under the jurisdiction of the U.S. Forest Service. Each feature represents a segment of a road, along which all of the attributes are the same. A road is a motor vehicle travel way over 50 inches wide, unless classified and managed as a trail.",2014-08-01,USDA-FS-00038,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_MVUM_01/MapServer,U.S. Forest Service Road and Trail MVUM,A map service on the www depicting Forest Service roads and trails that are designated for motor vehicle use under the official U.S. Government Code of Federal Regulations for identifying designated roads and trails (36 CFR 212.56). Data used in this map service are designed to be consistent with the MVUM (Motor Vehicle Use Map). For detailed metadata about MVUM roads and trails please refer to the [FSGeodata Clearinghouse](http://data.fs.usda.gov/geodata/edw/datasets.php?dsetCategory=transportation).,2014-08-01,USDA-FS-00053,public,R/PT1S,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_Section_01/MapServer,U.S. Forest Service Sections,"A map service on the www depicting areas defined by the Public Lands Survey System Grid. Normally, 36 sections make up a township. Sections cover US Forest Service Unit Boundaries.",2014-08-01,USDA-FS-00039,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_SpecialStatusArea_01/MapServer,U.S. Forest Service Special Status Areas,"A map service on the www depicting land areas that have distinct management/use authorities or agreements for Forest Service action. Includes: Cost Share Agreement Areas, Exchange Authority Areas, Land Adjustment Plan Areas, Forest Reserves, and Secretary's Order Areas. The purpose of the data is to provide display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-08-01,USDA-FS-00042,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_SMABoundary_01/MapServer,U.S. Forest Service Surface Management Agency Lines,"A map service on the www depicting surface management agency lines which are the surveyed boundary lines for which the Forest Service is responsible for making and posting. These include the boundaries between NFS lands and non-NFS lands and the boundaries of congressionally designated areas such as National Wilderness. The purpose of this map service is to allow national forest system boundary managers to query and report on the status of these boundaries for planning boundary management and maintenance work, and to provide this information to anyone else needing this information for analysis, querying, reporting, mapping. The lines should indicate the current status of the physical marked and posted lines in the field, and their maintenance status. The purpose of the data is to provide display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-08-01,USDA-FS-00040,public,,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_SurfaceOwnership_01/MapServer,U.S. Forest Service Surface Ownership,"A map service on the www depicting ownership parcels of the surface estate. Each surface ownership parcel is tied to a particular legal transaction. The same individual or organization may currently own many parcels that may or may not have been acquired through the same legal transaction. Therefore, they are captured as separate entities rather than merged together. Surface Ownership provides the land status user with a current snapshot of ownership within National Forest boundaries. The purpose of the data is to provide display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-08-01,USDA-FS-00043,public,R/PT1S,https://creativecommons.org/publicdomain/zero/1.0/
USDA,http://apps.fs.fed.us/ArcX/rest/services/EDW/EDW_Township_01/MapServer,U.S. Forest Service Townships,"A map service on the www depicting areas defined by the Public Lands Survey System grid that are referenced by their tier and range numbers, and are normally rectangles approximately six miles on a side with boundaries conforming to meridians and parallels. This map service provides display, identification, and analysis tools for determining current boundary information for Forest Service managers, GIS Specialists, and others.",2014-08-01,USDA-FS-00044,public,R/PT1S,https://creativecommons.org/publicdomain/zero/1.0/
