Agency,Title,URL,Identifier,Access
EPA,"TIGER/Line Shapefile, 2010 Census, American Indian/Alaska Native/Native Hawaiian Area (AIANNH) State-based Boundaries in Michigan, Minnesota, and Wisconsin.",https://edg.epa.gov/data/PUBLIC/R5/R5IndianLandsCensus2010.zip,{02E8DAB2-3D5F-4602-9A12-9D096D2FD5B4},public
EPA,RSEI_FACILITY_BYYEAR_SP,http://www.epa.gov/oppt/rsei/index.html,{E6772996-6B41-4BDB-AB69-039846B34A47},public
EPA,Environmental Justice (EJSCREEN) Block Group Data (USEPA),ftp://newftp.epa.gov/EJSCREEN/EJSCREENData2014/,{7D226C03-7726-418E-8A02-754932A7AE99},public
EPA,Smart Location Database - Service,http://geodata.epa.gov/ArcGIS/rest/services/OA/SmartLocationDatabase/MapServer,{BFD45A45-D3D1-4C0E-A21B-0B21BC45677D},public
EPA,Smart Location Database - Download,https://edg.epa.gov/data/Public/OP/SLD/SmartLocationDb.zip,{BCE98875-BED3-4911-8BEA-32220B3E15E7},public
EPA,"Navajo Nation - Abandoned Uranium Mines, for Enforcement Action (2015)",http://www.epa.gov/region9/superfund/navajo-nation/,{C0F00F43-84E3-4B85-860F-174906F168D9},public
EPA,Navajo Nation - AUM Priority Mines (20141212),http://www.epa.gov/region9/superfund/navajo-nation/abandoned-uranium.html,{F6A3131D-CF6F-464C-9866-E39F53BF5BF7},public
EPA,Nonpoint Source Pollution Control Projects Grants (Section 319) - 2008 active projects,http://www.epa.gov/region9/water/nonpoint/cal/,{80FA00D3-B855-4FC7-A1BB-1F871284CE80},public
EPA,NYSDEC Tidal Wetlands - NYC and Long Island - 1974 [NYS.TIDAL_WETLANDS],http://www.dec.ny.gov/geodata/,{B5B6D920-E5B2-4702-B985-633EC1258811},public
EPA,San Francisco Bay Water Quality Improvement Fund 2015,http://www.epa.gov/sfbay-delta/sfbaywqfund/,{3B3F9A94-12AE-491C-A70B-CF431BD2FBC7},public
EPA,EPA Facility Registry Service (FRS): AIRS_AFS Sub Facilities,http://geodata.epa.gov/arcgis/rest/services/OEI/FRS_Subfacilities/MapServer,{7FB06C94-5119-4343-A514-05427E9113F2},public
EPA,Superfund National Priority List (NPL) Site Boundaries,http://www.epa.gov/region01/,{06A64F66-D10D-43DD-A2E7-06510ED8F340},public
EPA,National Emissions Inventory (NEI) 2008 Point Facility Data for the US (US EPA),http://igeo.epa.gov/arcgis/rest/services/OAR/USEPA_NEI_2008/MapServer,{EF695259-9E86-4044-A561-186C4BF4C919},public
EPA,"EnviroAtlas - Metrics for Portland, ME",http://enviroatlas.epa.gov/arcgis/rest/services/Communities/ESC_PME_CleanAir/MapServer,{44701EB9-8500-473B-93C7-31E668242489},public
EPA,Hurricane Katrina Air Quality Sampling/Daily Monitoring (AQSDM),https://edg.epa.gov/data/Public/OSWER/Katrina_Air_Quality_Sampling_Daily_Monitoring.zip,{00C1BF22-1D06-4607-A199-E8BA7415CFAD},public
EPA,Hawaii Large Capacity Cesspools (LCC) noncompliance,http://www.epa.gov/oust/lust/corrective_action.html,{114DEA38-3A92-4EEF-BB42-A4A7F45F27B8},non-public
EPA,California Central Valley Dairies,http:www.waterboards.ca.gov/centralvalley/water_issues/dairies/index.shtml,{45DD95D7-A7BD-4F83-972C-F1E4101CF317},non-public
EPA,Region 9 Sole Source Aquifers,http://www.epa.gov/region09/,{1BB5C1B2-4993-45B5-82BE-B4437C799B42},public
EPA,Hurricane Katrina Sediment Sampling,https://edg.epa.gov/data/Public/OSWER/Katrina/KatrinaSedimentSampling.zip,{51146C18-8E33-4B93-946F-866D606FBEA6},public
EPA,Hurricane Katrina Water Sampling,https://edg.epa.gov/data/Public/OSWER/Katrina/KatrinaWaterSampling.zip,{C732C27E-4B68-4408-B2A6-C932F4DCA05D},public
EPA,Hurricane Katrina Soil Sampling,https://edg.epa.gov/data/Public/OSWER/Katrina/KatrinaSoilSampling.zip,{ADEEEDE9-9847-4BF8-B7DE-1E5F1A54F418},public
EPA,Region 9 Tribal Lands,http://www.kstrom.net/isk/maps/ca/sacramento.html,{E96FA0AA-4FF4-45C1-A287-8589622EFC20},public
EPA,Waste Processing and Disposal Operations,http://www.wastebusinessjournal.com/diratlas.htm,{2FFA1AE7-A0D1-48AC-852C-46692760B013},public
EPA,EPA Facility Registry Service (FRS): ER_TSCA,http://igeo.epa.gov/ArcGIS/rest/services/OEI/FRS_ESF10/MapServer,{2C0378A1-4160-45A4-AAF6-82F39F44CFF6},public
EPA,"EnviroAtlas - Metrics for Paterson, NJ",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/PNJ_community_metrics_Mar2015.zip,{25CACE1D-C027-49E2-A14E-560F6523D677},public
EPA,"EnviroAtlas - Metrics for Portland, OR",https://edg.epa.gov/data/Public/ORD/EnviroAtlas/POR_community_metrics_Mar2015.zip,{1E45A164-1294-4CB6-96B2-9C8B8D4A0F9A},public
EPA,Region 5 Toxic Substances Control Act Reporters,https://edg.epa.gov/data/PUBLIC/R5/EDG%20R5%20Chemical%20Reporters%20TSCA%20Reporters.zip,{0E9FCA51-A3FC-489F-A97A-12F29C8E90F2},public
EPA,EPA Region 1 No Discharge Zones,https://edg.epa.gov/data/Public/R1/R1_NDZs.zip,{EBD84E6B-07F7-4E24-8DF5-936B9294E789},public
EPA,EPA Region 1 Tribal Lands,https://edg.epa.gov/data/Public/R1/Tribes_r24_EPA.zip,{CD62BFF6-121C-4835-AE66-429FC919C627},public
EPA,"CERCLIS Non-NPL Sites in U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Facilities/CERCLIS/CERCLIS_nonNPL_Sites_March2012.lyr,{FA32ADF4-663D-4915-A4B2-72AEF15F2461},public
EPA,Border XXI Regions,file:////r6gis1/share1/Border/Border/BorderXXI_Regions.shp,{DFB4AC19-3DA3-4972-A482-BF5B4297C5BA},public
EPA,Border XXI Regions,file:////r6gis1/share1/Border/Border/2012_Regional_Work_Groups.shp,{D0E8A9F7-EE47-492D-BF2C-D63BF6555B6D},public
EPA,"AFS (Air Facility System) Sites in U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Facilities/AFS/AIRS_Jul_2011.gdb/AFS_Sites,{156D1FF2-DED8-49CC-93E5-45723D048D5A},public
EPA,100 miles Inland from the Region 6 Gulf Coast Shoreline,file:////r6gis1/share1/Admin/Buffers/Coastline_100miles.shp,{ED1712EF-ABCA-427D-9ED3-DAB31A37E32A},public
EPA,TEAP Composite Layer (Raw Scores),https://edg.epa.gov/data/Public/R6/TEAP/teap_data.zip,{85803427-A13C-4323-80DC-ABA82A1447BD},public
EPA,Highways in Mexico,file:////r6gis1/share1/Border/Mexico/Mexico_Data.gdb/hwys,{9FB6979B-96AD-45F2-90B7-D9E639297599},public
EPA,Tribal HQ Cities,file:////R6gis1/share1/Admin/Tribal_Lands/indhqcities.shp,{D521FC58-01BA-4665-94E5-4E4E4424B4F4},public
EPA,"Louisiana Department of Natural Resources Conservation Districts, U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Admin/LA/LA_DNR_Conservation_Districts.gdb/LA_DNR_Conservation_Districts,{B23415C8-EC44-475A-BEBF-B67AD2B279A0},public
EPA,Louisiana Governor's Office of Homeland Security & Emergency Preparedness Region Boundaries,file:////r6gis1/share1/admin/LA/Louisiana_GOHSEP_State_Regions.gdb/Louisiana_GOHSEP_State_Regions,{982F797D-D270-40A2-8A26-AC7888DD2FAC},public
EPA,Louisiana Oil Spill Coordinator's Office (LOSCO) District Boundaries,file:////r6gis1/share1/admin/LA/LA_LOSCO.gdb/LA_LOSCO_State,{DDE6E8D1-DB91-41C8-90FF-EFF0408B8204},public
EPA,Louisiana State Police Troop Boundaries,file:////r6gis1/share1/Admin/LA/LA_StatePolice_Troops.gdb/LA_StatePolice_Troops,{BA3E6632-1D34-4311-B647-6A30036FEFA3},public
EPA,"Maintenance and EAC Areas for Criteria Pollutants, 3/30/2012, Region 6",file:////r6gis1/share1/Air/Nonattainment/Nonattainment_2012.gdb/MaintenanceEAC_2012,{D5B94C5D-8F48-48F7-9B90-2ED388D774F4},public
EPA,"Maintenance and EAC Areas for Criteria Pollutants as of 7/15/2012, U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Air/Nonattainment/MaintenanceEAC_July2012.shp,{27515C90-936B-44A7-B3C0-F252FA64F425},public
EPA,"Maintenance and EAC Areas for Criteria Pollutants as of 7/30/2013, U.S. Environmental Protection Agency, Region 6",http://www.epa.gov/air/oaqps/greenbk/index.html,{4C43960E-E72D-4EAE-BB66-94442B69DB6D},public
EPA,Albuquerque/Middle Rio Grande Urban Waters Viewer,http://gispub.epa.gov/arcgis/rest/services/r6/albuquerquenmurbanwaters/MapServer,{C24E9DCF-A112-4873-BB80-5A7AACA8CEDF},public
EPA,New Mexico Environment Department (NMED) Districts,file:////r6gis1/share1/Admin/NM/New_Mexico_NMED_Districts.gdb,{6B0DDEDD-DA02-436D-8A46-EC72216035FD},public
EPA,New Mexico Homeland Security and Emergency Management Districts,file:////r6gis1/share1/Admin/NM/NMHSEM_Districts.gdb/NMHSEM_District_Boundaries,{82A1CC4A-55E7-4BE6-8FF2-6F5F5A55AAE8},public
EPA,"112th Congressional Districts in U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Admin/Congress/c112/CD112_July2011.gdb/CD112_R6,{BC848707-8C00-403B-B5EB-4B874B9241A2},public
EPA,EPA/USCG Jurisdictional Boundary,file:////r6gis1/share1/Admin/USCG/EPA_USCG_Boundary_02242011.gdb/EPA_USCG_Lines,{047BE9DB-A474-417C-A707-D08BBD848973},public
EPA,"U.S. Environmental Protection Agency, Region 6/US Coast Guard Jurisdictional Boundary (Lines)",file:////r6gis1/share1/Admin/USCG/EPA_USCG_Boundary_04112012.gdb/EPA_USCG_Lines,{E042A430-0037-4BBD-9699-C593453AA4E8},public
EPA,"U.S. Environmental Protection Agency, Region 6/US Coast Guard Jurisdictional Boundary (Polygon)",file:////r6gis1/share1/Admin/USCG/EPA_USCG_Boundary_04112012.gdb/EPA_USCG_Polygons,{3C43694D-4D9D-4C8A-BF4E-9C51D01BB0CE},public
EPA,"U.S. Environmental Protection Agency, 3000 foot Grid Cells in Albuquerque, NM area",file:////r6gis1/share1/admin/grids/albuquerque/flt06grid_new.shp,{8A4FEB15-CF73-43C2-BD5E-8BA5202D9D5E},public
EPA,"Facility Response Plan (FRP) Sites in Region 6, 5/2011",file:////r6gis1/share1/Facilities/FRP/R6_FRP_20110505.gdb,{C5F8BB4D-4AF4-4AD1-AD8F-FBB04086C1E1},public
EPA,"National Priorities List Boundaries (NPL), 9/18/2012, U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Facilities/NPL/2012/NPL_2012.gdb/NPLpy09182012,{7F256FC3-AAFF-4EC1-B0D4-ECC10C6CFB4A},public
EPA,"Superfund National Priorities List (NPL) Sites, U.S. Environmental Protection Agency, Region 6,  05/24/2013, Public",http://www.epa.gov/superfund/sites/npl/status.htm,{FD83176A-F0A5-4579-8A3E-BAAC72471D06},public
EPA,"Oklahoma Emergency Management Contacts for U.S. Environmental Protection Agency, Region 6 ER",file:////r6gis1/share1/Admin/OK/OK_EmergencyManagementDirectors.gdb/OEMDirectors_Table,{880F52B1-3F71-48B2-BA82-57D7BD6D8023},public
EPA,Oklahoma Corporation Commission District Boundaries,file:////r6gis1/share1/admin/OK/OK_Corporation_Commision_Districts.gdb/OK_Corporation_Commision_Districts,{1615F670-23BC-439A-B4B4-4048F29EDF59},public
EPA,Oklahoma Office of Homeland Security Hazmat Response Districts,file:////r6gis1/share1/Admin/OK/OK_OHS_Regional_Response_System.gdb,{8546E0D4-77C8-441F-8E6C-B822E48348C2},public
EPA,Region 6 Parcel Boundary Collection,file:////r6gis1/share1/Admin/Parcels/Parcel_status_r6.shp,{D3DF7B7E-6DC9-4E25-96E1-D31389BDA925},public
EPA,"U.S. Environmental Protection Agency, Region 6 Brownfields KMZ, June 2012",https://www.edg.epa.gov/data/public/R6/Brownfields/R6Brownfields_kmz.zip,{DCDC9663-17E7-497B-B0E1-AB1741B75527},public
EPA,"U.S. Environmental Protection Agency, Region 6 Brownfields",https://edg.epa.gov/data/public/R6/Brownfields/R6Brownfields_062612.zip,{A809AF54-4A86-4673-8F17-2FA33F1205BE},public
EPA,"U.S. Environmental Protection Agency, Region 6 Brownfields Dec. 2011",http://edg.epa.gov/data/public/R6/Brownfields/R6Brownfields.zip,{55C0B2FC-FA41-4352-9C44-DAEAB64AF14A},public
EPA,"Race, Ethnicity, Housing Unit Calculations, 2010 Census, U.S. Environmental Protection Agency, Region 6 States",file:////r6gis1/share1/Census/Census2010/PL94171_2010.gdb/R6_PL2010_Block,{B3E863DB-8970-45FF-9F37-324E4EF442C4},public
EPA,"Race, Ethnicity, Housing Unit Calculations, 2010 Census Block Group Level, U.S. Environmental Protection Agency, Region 6 States",file:////r6gis1/share1/Census/Census2010/PL94171_2010_SumByOtherGeog.gdb/R6_PL2010_BlockGroup,{721E629A-39DA-4AB4-A9B1-ED68770EB807},public
EPA,New Mexico Oil Conservation Division Boundaries,file:////r6gis1/share1/admin/NM/NM_OCD_Divisions.gdb/NM_Oil_Conservation_Divisions,{C0819DCE-6B8E-4CC0-9A50-4EC4C2E8F15B},public
EPA,"Nonattainment Areas for Criteria Pollutants as of 7/15/2012, U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Air/Nonattainment/Nonattainment_July2012.shp,{6A51C12A-4B0A-4A5C-901B-56202C107403},public
EPA,"Nonattainment Areas for Criteria Pollutants, 3/30/2012, Region 6",file:////r6gis1/share1/Air/Nonattainment/Nonattainment_2012.gdb/Nonattainment_2012,{8D33D476-2584-4F31-89E0-203827D5F8F0},public
EPA,"Nonattainment Areas for Criteria Pollutants as of 7/30/2013, U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Air/Nonattainment/Nonattainment_2013.gdb/Nonattainment_July2012,{DAA42D91-712E-4220-978C-5D404AF2DDD4},public
EPA,"U.S. Environmental Protection Agency, Region 6 National Priorities List (NPL) Sites - 05/12/2014",https://edg.epa.gov/data/public/r6/NPL/NPLpt05122014.zip,{7CE596A5-3E6A-44C3-A0BF-B519FBDBB239},public
EPA,"U.S. Environmental Protection Agency, Region 6 National Priorities List (NPL) Boundaries - 05/12/2014",https://edg.epa.gov/data/public/r6/npl/NPLpy05122014.zip,{77C2810A-21E6-4828-9699-1C2113F38A7F},public
EPA,"Sole Source Aquifers, U.S. Environmental Protection Agency, Region 6",https://edg.epa.gov/data/Public/R6/Aquifers/R6SSAquifers.zip,{FA318B63-BD05-4E61-933C-B2350A8AED64},public
EPA,"TRI (Toxic Release Inventory) Facilities 2011 in U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Facilities/TRI/tri2011/r6tri2011.gdb/R6TRI2011,{75947C0F-BC55-48D3-8B9A-656B959753BF},public
EPA,Railways in Mexico,file:////r6gis1/share1/Border/Mexico/Mexico_Data.gdb/rail,{0DF424E0-AC33-4D6D-A1EF-ACEF50ACBAE0},public
EPA,TEAP Rarity Layer (Raw Scores),https://edg.epa.gov/data/Public/R6/TEAP/TEAP_Data.zip,{EFE46178-ECA1-4B7F-B7C1-ABDA89476163},public
EPA,"RCRA Sites in U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Facilities/RCRA/RCRA_Sites_Mar_2012.lyr,{EFCA3054-6D59-4727-B4E6-3CDFA601F9C0},public
EPA,"RCRA Sites in U.S. Environmental Protection Agency, Region 6, 7/2011",file:////r6gis1/share1/Facilities/RCRA/Previous_Years/rcra_tsd/RCRA_TSD_Only.gdb/RCRATSD_PT_July2011,{49EA19E7-5E21-42E3-BD67-EF24D50D7F13},non-public
EPA,"RCRA TSD Boundaries for U.S. Environmental Protection Agency, Region 6, 2009",file:////r6gis1/share1/Facilities/RCRA/Previous_Years/rcra_tsd/rcratsdpy_030209.shp,{FAD991F5-3DEE-4DC1-93F6-E8E21C999AEC},public
EPA,"RMP Sites in U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Facilities/RMP/RMP_Sites_Mar_2012.lyr,{48B134A3-F34C-4F5A-8FF0-D2AD241EF0CF},public
EPA,Sister Cities along US/Mexico Border,file:////R6gis1/share1/Border/Border/SisterCitys.shp,{0288FAF5-49D0-41A2-8035-4024B74B4CBF},public
EPA,TEAP Sustainability Layer (Raw Scores),https://edg.epa.gov/data/Public/R6/TEAP/TEAP_data.zip,{C4425408-0E35-4B4C-B303-C734268A6C16},public
EPA,"Tribal Headquarters for U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Admin/Tribal_Lands/TribalLands2010.gdb/TribalHQ_2012,{D4550153-EBF2-4B8C-A538-0DF43C983D53},public
EPA,R6 GISST 250m Grid,https://edg.epa.gov/data/Public/R6/GISST/R6GISST250.zip,{35959A83-CFCB-4C36-BC0A-313A7BFCF8C6},public
EPA,"U.S. Environmental Protection Agency, Region 6 250 meter Grid Cells",file:////r6gis1/share1/Admin/Grids/r6grid250m.gdb,{1549B261-D22F-451B-8457-17DF4C344D1D},public
EPA,"24k Quadrangle Boundaries in U.S. Environmental Protection Agency, Region 6 States",file:////r6gis1/share1/admin/grids/r6gridalb,{0C5E34CD-0D88-46E1-82F3-90F8AECB405E},public
EPA,"ImageConnect Index for U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/admin/grids/imageconnect/r6imageselect.shp,{DE6D43A8-6EA1-4223-9EFE-4F25C400F532},public
EPA,"U.S. Environmental Protection Agency, Region 6 REAP Diversity Layer (Raw Scores)",https://edg.epa.gov/data/Public/R6/REAP/r6reap_diversity.zip,{142A9F17-624F-45A5-A15C-C30EB94ACF5B},public
EPA,"U.S. Environmental Protection Agency, Region 6 REAP Sustainability Layer (Raw Scores)",https://edg.epa.gov/data/Public/R6/REAP/r6reap_sustainability.zip,{020B1B2E-428F-40C1-BC26-26DCA569B6A8},public
EPA,"U.S. Environmental Protection Agency, Region 6 REAP Rarity Layer (Rank)",https://edg.epa.gov/data/Public/R6/REAP/r6reap_rarity.zip,{635560AE-43BF-441F-A88F-22ECA1026AB9},public
EPA,Texas Disaster Districts,file:////r6gis1/share1/Admin/TX/TX_Disaster_Districts_010908.shp,{F8D51629-EF02-4CF1-B874-D5FEAF49871B},restricted public
EPA,Texas Local Emergency Commission Planning Boundaries,file:////r6gis1/share1/Admin/TX/LEPC/tx_lepc_cou2,{50CD1A9A-72B8-41FE-8A43-1D831611711C},public
EPA,USA and Mexico Border,file:////r6gis1/share1/Border/Border/USAMexBorder.shp,{979AC3B8-C29D-44DF-BACA-93AA7B72DC89},public
EPA,"U.S. Environmental Protection Agency, Region 6 REAP Composite Layer (Raw Scores)",https://edg.epa.gov/data/Public/R6/REAP/r6reap_composite.zip,{FC721366-7EE6-4074-AE42-21182D70AA5A},public
EPA,"1:250,000 scale quadrangle boundaries in U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Admin/Grids/grid250k.shp,{A200A752-A204-4A68-9603-55191C69A91A},public
EPA,"1:100,000 scale quadrangle boundaries in U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Admin/Grids/grid100k.shp,{42EFAA9A-9E0A-4608-A9C4-3249B47699E8},public
EPA,"Superfund National Priorities List (NPL) Site Locations, U.S. Environmental Protection Agency, Region 6, 9/18/2012, Public",https://edg.epa.gov/data/public/R6/NPL/NPLpt09182012.zip,{6C62473A-1201-4CBA-A00E-6005CCDD7AB0},public
EPA,"National Priorities List Sites (NPL), 09/18/2012, U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Facilities/NPL/2012/NPL_2012.gdb/NPLpt09182012,{D4B18658-8C2D-4424-BACA-E3A304461B8F},public
EPA,Region 5 Toxic Substances Control Act Producers,https://edg.epa.gov/data/PUBLIC/R5/EDG%20R5%20Chemical%20Reporters%20TSCA%20Producers.zip,{FFA59687-C455-41A9-BCBE-927322E5BFCC},public
EPA,"Superfund National Priorities List (NPL) Site Boundaries, U.S. Environmental Protection Agency, Region 6, 9/18/2012, Public",https://edg.epa.gov/data/public/R6/NPL/NPLpy09182012.zip,{57DF5CC4-249C-4EF0-92C5-5FA7CB4B0953},public
EPA,"6k Quadrangle Boundaries for the US; U.S. Environmental Protection Agency, Region 6 Emergency Response",file:////r6gis1/share1/Admin/Grids/6k/quads6k_us20070104.shp,{1BAF5673-3718-41F6-AE05-39C817D05DF0},restricted public
EPA,"24k Quadrangle Boundaries in U.S. Environmental Protection Agency, Region 6 States",file:////r6gis1/share1/admin/grids/r6griddd,{2ABEE4AB-DED9-4734-B560-DC2F8359EDAE},public
EPA,Texas Railroad Commission Oil and Gas Division District Boundaries,file:////r6gis1/share1/Admin/TX/Texas_RRC_Oil_Gas_Boundaries.gdb,{FDB93788-1226-4B9C-9EF6-99C39E760964},public
EPA,"Texas Percent Minority per County, 2000 Census",file:////r6gis1/share1/Census/Census2000/TX/TX2000_SF3_Compiled.gdb/txpercentminority00,{726C388F-8A26-499F-A86A-43BB0AB9AAC6},public
EPA,"Maintenance and EAC Areas for Criteria Pollutants as of 7/30/2013, U.S. Environmental Protection Agency, Region 6",file:////r6gis1/share1/Air/Nonattainment/Nonattainment_2013.gdb/MaintenanceEAC_July2013,{25688757-6AB6-49EA-870B-11A890C8039C},public
EPA,"EnviroAtlas - Portland, ME - Historic Places by Census Block Group",http://enviroatlas.epa.gov/arcgis/rest/services/Communities,{7380812D-6E33-4022-A3B8-6E2585339703},public
EPA,EnviroAtlas - HU12_polygon,https://edg.epa.gov/data/PUBLIC/ORD/ENVIROATLAS/WBD_HUC12alb_22MAR2011.gdb.zip,{C78DF01D-0446-4BA0-B504-F9527F3ED4DB},public
EPA,ROE Gulf of Mexico Hypoxia Sample Locations,http://geodata.epa.gov/ArcGIS/rest/services/ORD/ROE_LongIslandHypoxia/MapServer,{1F057D34-77FB-451E-A528-07954C31A2D8},public
EPA,Cleanups in My Community,http://epa.gov/cimc,{2BD21583-A3CE-499B-B2E0-71B383D1DD20},public
EPA,"1:6000  Scale (6K) Quadrangles developed by USEPA to Support Reconnaissance, and Tactical and Strategic Planning for Emergency Responses and Homeland Security Events (Downloadable Data)",https://edg.epa.gov/data/Public/OSWER/6kquads_epa.zip,{722451B3-3B3C-41FD-A081-B307F47C47B3},public
EPA,"Draft 1;6000  Scale (6K) Quadrangles developed by USEPA to Support Reconnaissance, and Tactical and Strategic Planning for Emergency Responses and Homeland Security Events (Region 1 Extract)",https://edg.epa.gov/data/Public/OSWER/6kquadr1.zip,{FA46D66F-2338-4042-AAE6-55CBA79C0060},restricted public
EPA,"Draft 1;6000  Scale (6K) Quadrangles developed by USEPA to Support Reconnaissance, and Tactical and Strategic Planning for Emergency Responses and Homeland Security Events (Region 10 Extract)",https://edg.epa.gov/data/Public/OSWER/6kquadr10.zip,{C6F82D7A-B1DC-4626-B55C-73CA9EECED44},restricted public
EPA,"Draft 1;6000  Scale (6K) Quadrangles developed by USEPA to Support Reconnaissance, and Tactical and Strategic Planning for Emergency Responses and Homeland Security Events (Region 2 Extract)",https://edg.epa.gov/data/Public/OSWER/6kquadr2.zip,{5FFC698B-5351-4A93-B66F-09A1C5C6D00C},restricted public
EPA,"Draft 1;6000  Scale (6K) Quadrangles developed by USEPA to Support Reconnaissance, and Tactical and Strategic Planning for Emergency Responses and Homeland Security Events (Region 3 Extract)",https://edg.epa.gov/data/Public/OSWER/6kquadr3.zip,{6F3F63C7-5144-412C-B70F-B2003FAF1DB4},restricted public
EPA,"Draft 1;6000  Scale (6K) Quadrangles developed by USEPA to Support Reconnaissance, and Tactical and Strategic Planning for Emergency Responses and Homeland Security Events (Region 4 Extract)",https://edg.epa.gov/data/Public/OSWER/6kquadr4.zip,{5C4F8E98-D775-4BA4-BEF6-44D3A28FE78D},restricted public
EPA,"Draft 1;6000  Scale (6K) Quadrangles developed by USEPA to Support Reconnaissance, and Tactical and Strategic Planning for Emergency Responses and Homeland Security Events (Region 5 Extract)",https://edg.epa.gov/data/Public/OSWER/6kquadr5.zip,{FA69E75A-489C-4A57-AEB6-ED282F9D3E26},restricted public
EPA,"Draft 1;6000  Scale (6K) Quadrangles developed by USEPA to Support Reconnaissance, and Tactical and Strategic Planning for Emergency Responses and Homeland Security Events (Region 6 Extract)",https://edg.epa.gov/data/Public/data/6kquadr6.zip,{57088F8B-70F1-44E3-8F02-A93EBB522E27},restricted public
EPA,"Draft 1;6000  Scale (6K) Quadrangles developed by USEPA to Support Reconnaissance, and Tactical and Strategic Planning for Emergency Responses and Homeland Security Events (Region 7 Extract)",https://edg.epa.gov/data/Public/data/OSWER/6kquadr7.zip,{66AF768F-4F6D-4708-AD7C-623229BD321A},restricted public
EPA,"Draft 1;6000  Scale (6K) Quadrangles developed by USEPA to Support Reconnaissance, and Tactical and Strategic Planning for Emergency Responses and Homeland Security Events (Region 8 Extract)",https://edg.epa.gov/data/Public/OSWER/6kquadr8.zip,{093F05BA-6B78-4013-8150-27156AEDD17A},restricted public
EPA,"Draft 1;6000  Scale (6K) Quadrangles developed by USEPA to Support Reconnaissance, and Tactical and Strategic Planning for Emergency Responses and Homeland Security Events (Region 9 Extract)",https://edg.epa.gov/data/Public/OSWER/6kquadr9.zip,{CE21B92B-A597-4581-96BE-6F79D5CE977F},restricted public
EPA,"Chemical Data Reporting (CDR), 2012",http://java.epa.gov/oppt_chemical_search/db/CDR-2012_Updated_June_2014.zip,{0A08CE3D-5575-4325-83E3-270133C198F5},public
EPA,"Chemical Data Reporting (CDR), 2012",http://geodata.epa.gov/ArcGIS/rest/services/OPPT/CDR/MapServer,{4B5CBF21-3BEF-472C-AFD2-194479E0D9C6},public
EPA,"Concentrated Animal Feeding Operations (CAFOs) per County Downloadable Package, US, 2013, US EPA",https://edg.epa.gov/data/public/OECA/CAFO_Density.zip,{A811129F-3796-4940-A3F8-1BC216AF5D15},public
EPA,OECA Annual Report 2012 Data Package,http://edg.epa.gov/data/public/OECA/AnnualReport.zip,{6764FA96-51ED-4D47-BC2D-353951E49E00},public
EPA,U.S. Environmental Protection Agency Office of Enforcement and Compliance Assurance New Mapping Tool for Enforcement Cases,https://edg.epa.gov/data/Public/OECA/annual_results_2009.kmz,{226AFF82-843B-4611-9054-922181FD1C6B},public
EPA,AllWells2015 Map Service,http://edg-intranet.epa.gov/data/Restricted/OECA/Wells/AllWells2015.zip,{FE558E75-FF1A-40C9-8574-23C88BADB377},non-public
EPA,WellsTopTen2013 Map Service,http://edg.epa.gov/data/Restricted/OECA/Wells/WellsTopTen2013.zip,{F504D9DF-4E0E-4856-A45B-1934A5444907},non-public
EPA,EPA Facility Registry Service (FRS): Facility Interests Dataset Download,https://edg.epa.gov/data/Public/OEI/,{762F413E-76B7-4E29-ACD1-E8D5161A3074},public
EPA,EPA Facility Registry Service (FRS): Facility Interests Dataset - Intranet Download,http://edg-intranet.epa.gov/data/restricted/OEI/FRS/,{37009592-BC14-4976-A15D-1DF3EC95E3A4},public
EPA,EPA Facility Registry Service (FRS): Facility Interests Dataset - Intranet,http://igeo.epa.gov/arcgis/rest/services/OEI/FRS/MapServer,{0C55DD47-83EC-4124-AE58-C8BF83E9652D},public
GSA,American Job Center Resource API,http://jobcenter.usa.gov/apis,GSA - 138668,public
GSA,Auction Sale Data,http://business.usa.gov/apis,GSA-4145,public
GSA,Citizen Topics API,http://www.usa.gov/About/developer-resources/social-media-registry.shtml#tags,GSA - 138670,public
GSA,City Pair Program API,https://inventory.data.gov/dataset/city-pair-program/resource/02c2b1c6-a42d-4a10-9e8b-9cf06e54a82b,GSA - 155327,public
GSA,Corporate Consumer Contact API,http://www.usa.gov/About/developer-resources/corporation-contact-directory/index.shtml,GSA - 139632,public
